Lot identifier,Lot name,Bidder number,Amount,Bid type,Status,Placed at,Bidder id
3,Truck LDV 4x2 LWB,4,"12,250",manual,accepted,2023-08-14 01:00:24PM SAST,1919665
3,Truck LDV 4x2 LWB,6,"12,000",manual,accepted,2023-08-14 01:00:21PM SAST,1534269
3,Truck LDV 4x2 LWB,4,"11,750",manual,accepted,2023-08-14 01:00:11PM SAST,1919665
3,Truck LDV 4x2 LWB,6,"11,500",manual,accepted,2023-08-14 01:00:04PM SAST,1534269
4,Generator/ALTENATOR MOBILE 150KVA,10,"22,750",manual,accepted,2023-08-14 01:00:02PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"23,500",manual,accepted,2023-08-14 01:00:01PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"22,500",manual,accepted,2023-08-14 12:59:56PM SAST,1899895
3,Truck LDV 4x2 LWB,10,"11,250",manual,accepted,2023-08-14 12:59:56PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"23,250",manual,accepted,2023-08-14 12:59:55PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"11,000",manual,accepted,2023-08-14 12:59:54PM SAST,1534269
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"23,000",manual,accepted,2023-08-14 12:59:51PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,10,"22,250",manual,accepted,2023-08-14 12:59:50PM SAST,1926776
3,Truck LDV 4x2 LWB,4,"10,750",manual,accepted,2023-08-14 12:59:49PM SAST,1919665
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"22,750",manual,accepted,2023-08-14 12:59:48PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,11,"22,000",manual,accepted,2023-08-14 12:59:47PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"10,500",manual,accepted,2023-08-14 12:59:46PM SAST,1534269
4,Generator/ALTENATOR MOBILE 150KVA,2,"21,750",manual,accepted,2023-08-14 12:59:42PM SAST,1919020
3,Truck LDV 4x2 LWB,11,"10,250",manual,accepted,2023-08-14 12:59:42PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"22,500",manual,accepted,2023-08-14 12:59:41PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,10,"21,500",manual,accepted,2023-08-14 12:59:38PM SAST,1926776
3,Truck LDV 4x2 LWB,4,"10,000",manual,accepted,2023-08-14 12:59:36PM SAST,1919665
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"22,250",manual,accepted,2023-08-14 12:59:35PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"22,000",manual,accepted,2023-08-14 12:59:31PM SAST,1919020
3,Truck LDV 4x2 LWB,6,"9,900",manual,accepted,2023-08-14 12:59:31PM SAST,1534269
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"21,750",manual,accepted,2023-08-14 12:59:26PM SAST,1899895
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"162,500",manual,accepted,2023-08-14 12:59:22PM SAST,1899895
3,Truck LDV 4x2 LWB,4,"9,800",manual,accepted,2023-08-14 12:59:20PM SAST,1919665
3,Truck LDV 4x2 LWB,11,"9,700",manual,accepted,2023-08-14 12:59:16PM SAST,1899895
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"160,000",manual,accepted,2023-08-14 12:59:16PM SAST,631001
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"21,500",manual,accepted,2023-08-14 12:59:16PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"21,250",manual,accepted,2023-08-14 12:59:15PM SAST,1899895
3,Truck LDV 4x2 LWB,4,"9,600",manual,accepted,2023-08-14 12:59:11PM SAST,1919665
4,Generator/ALTENATOR MOBILE 150KVA,10,"21,000",manual,accepted,2023-08-14 12:59:08PM SAST,1926776
3,Truck LDV 4x2 LWB,10,"9,500",manual,accepted,2023-08-14 12:59:03PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"21,250",manual,accepted,2023-08-14 12:59:02PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"21,000",manual,accepted,2023-08-14 12:58:58PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"20,750",manual,accepted,2023-08-14 12:58:55PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,10,"20,500",manual,accepted,2023-08-14 12:58:53PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"20,750",manual,accepted,2023-08-14 12:58:50PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"20,500",manual,accepted,2023-08-14 12:58:46PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"20,250",manual,accepted,2023-08-14 12:58:43PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,11,"20,250",manual,accepted,2023-08-14 12:58:42PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,8,"20,000",auto,accepted,2023-08-14 12:58:41PM SAST,631001
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"20,000",manual,rejected,2023-08-14 12:58:41PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,8,"20,000",auto,accepted,2023-08-14 12:58:40PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,11,"19,750",manual,outbid,2023-08-14 12:58:40PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,8,"19,750",auto,accepted,2023-08-14 12:58:38PM SAST,631001
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,8,"20,000",maxbid,outbid,2023-08-14 12:58:38PM SAST,631001
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"19,500",manual,accepted,2023-08-14 12:58:35PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,8,"19,500",auto,accepted,2023-08-14 12:58:31PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,8,"20,000",maxbid,outbid,2023-08-14 12:58:31PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,10,"19,250",manual,accepted,2023-08-14 12:58:31PM SAST,1926776
3,Truck LDV 4x2 LWB,11,"9,400",manual,accepted,2023-08-14 12:58:30PM SAST,1899895
3,Truck LDV 4x2 LWB,10,"9,300",manual,accepted,2023-08-14 12:58:25PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"19,250",manual,accepted,2023-08-14 12:58:19PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,11,"19,000",manual,accepted,2023-08-14 12:58:18PM SAST,1899895
3,Truck LDV 4x2 LWB,4,"9,200",manual,accepted,2023-08-14 12:58:17PM SAST,1919665
4,Generator/ALTENATOR MOBILE 150KVA,10,"18,750",manual,accepted,2023-08-14 12:58:16PM SAST,1926776
3,Truck LDV 4x2 LWB,11,"9,100",manual,accepted,2023-08-14 12:58:13PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,2,"18,500",manual,accepted,2023-08-14 12:58:07PM SAST,1919020
3,Truck LDV 4x2 LWB,4,"9,000",manual,accepted,2023-08-14 12:58:06PM SAST,1919665
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"19,000",manual,accepted,2023-08-14 12:57:54PM SAST,1919020
3,Truck LDV 4x2 LWB,10,"8,900",manual,accepted,2023-08-14 12:57:53PM SAST,1926776
4,Generator/ALTENATOR MOBILE 150KVA,11,"18,250",manual,accepted,2023-08-14 12:57:50PM SAST,1899895
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"18,250",auto,accepted,2023-08-14 12:57:50PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"18,000",manual,outbid,2023-08-14 12:57:50PM SAST,1926819
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"18,750",manual,accepted,2023-08-14 12:57:49PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"18,500",manual,accepted,2023-08-14 12:57:45PM SAST,1919020
3,Truck LDV 4x2 LWB,4,"8,800",manual,accepted,2023-08-14 12:57:45PM SAST,1919665
4,Generator/ALTENATOR MOBILE 150KVA,10,"18,000",manual,accepted,2023-08-14 12:57:45PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"18,250",manual,accepted,2023-08-14 12:57:40PM SAST,1899895
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"17,750",auto,accepted,2023-08-14 12:57:30PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"17,500",manual,outbid,2023-08-14 12:57:30PM SAST,1926819
3,Truck LDV 4x2 LWB,10,"8,700",manual,accepted,2023-08-14 12:57:29PM SAST,1926776
3,Truck LDV 4x2 LWB,6,"8,600",manual,accepted,2023-08-14 12:57:21PM SAST,1534269
3,Truck LDV 4x2 LWB,4,"8,500",manual,accepted,2023-08-14 12:57:16PM SAST,1919665
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"18,000",manual,accepted,2023-08-14 12:57:16PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"17,750",manual,accepted,2023-08-14 12:57:12PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"17,750",manual,accepted,2023-08-14 12:57:10PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,2,"17,500",manual,accepted,2023-08-14 12:57:09PM SAST,1919020
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"17,250",auto,accepted,2023-08-14 12:57:06PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"17,000",manual,outbid,2023-08-14 12:57:06PM SAST,1926819
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"17,500",manual,accepted,2023-08-14 12:57:03PM SAST,1919020
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"16,750",auto,accepted,2023-08-14 12:57:01PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,4,"16,500",manual,outbid,2023-08-14 12:57:01PM SAST,1919665
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"17,250",manual,accepted,2023-08-14 12:57:01PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,11,"17,250",manual,accepted,2023-08-14 12:56:59PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"8,400",manual,accepted,2023-08-14 12:56:50PM SAST,1534269
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"16,250",auto,accepted,2023-08-14 12:56:45PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"16,000",manual,outbid,2023-08-14 12:56:45PM SAST,1926819
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"15,750",auto,accepted,2023-08-14 12:56:43PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"15,500",manual,outbid,2023-08-14 12:56:43PM SAST,1926819
4,Generator/ALTENATOR MOBILE 150KVA,2,"17,000",manual,accepted,2023-08-14 12:56:42PM SAST,1919020
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"15,250",auto,accepted,2023-08-14 12:56:39PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"15,000",manual,outbid,2023-08-14 12:56:39PM SAST,1926819
3,Truck LDV 4x2 LWB,4,"8,300",manual,accepted,2023-08-14 12:56:38PM SAST,1919665
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"14,750",auto,accepted,2023-08-14 12:56:37PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"14,500",manual,outbid,2023-08-14 12:56:37PM SAST,1926819
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"17,000",manual,accepted,2023-08-14 12:56:37PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"16,750",manual,accepted,2023-08-14 12:56:36PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"8,200",manual,accepted,2023-08-14 12:56:35PM SAST,1534269
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"14,250",auto,accepted,2023-08-14 12:56:34PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"14,000",manual,outbid,2023-08-14 12:56:34PM SAST,1926819
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"16,750",manual,accepted,2023-08-14 12:56:32PM SAST,1899895
3,Truck LDV 4x2 LWB,4,"8,100",manual,accepted,2023-08-14 12:56:31PM SAST,1919665
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"13,750",auto,accepted,2023-08-14 12:56:27PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"13,500",manual,outbid,2023-08-14 12:56:27PM SAST,1926819
3,Truck LDV 4x2 LWB,6,"8,000",manual,accepted,2023-08-14 12:56:19PM SAST,1534269
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"13,250",auto,accepted,2023-08-14 12:56:17PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"13,000",manual,outbid,2023-08-14 12:56:17PM SAST,1926819
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"12,750",auto,accepted,2023-08-14 12:56:11PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"12,500",manual,outbid,2023-08-14 12:56:11PM SAST,1926819
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"12,250",auto,accepted,2023-08-14 12:56:04PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"12,000",manual,outbid,2023-08-14 12:56:04PM SAST,1926819
3,Truck LDV 4x2 LWB,4,"7,900",manual,accepted,2023-08-14 12:56:04PM SAST,1919665
3,Truck LDV 4x2 LWB,6,"7,800",manual,accepted,2023-08-14 12:55:58PM SAST,1534269
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"11,750",auto,accepted,2023-08-14 12:55:56PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,4,"11,500",manual,outbid,2023-08-14 12:55:56PM SAST,1919665
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"157,500",manual,accepted,2023-08-14 12:55:54PM SAST,1899895
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"11,250",auto,accepted,2023-08-14 12:55:46PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"11,000",manual,outbid,2023-08-14 12:55:46PM SAST,1926819
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"10,750",auto,accepted,2023-08-14 12:55:41PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,4,"10,500",manual,outbid,2023-08-14 12:55:41PM SAST,1919665
3,Truck LDV 4x2 LWB,10,"7,700",manual,accepted,2023-08-14 12:55:39PM SAST,1926776
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"10,250",auto,accepted,2023-08-14 12:55:36PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,12,"10,000",manual,outbid,2023-08-14 12:55:36PM SAST,1926819
3,Truck LDV 4x2 LWB,4,"7,600",manual,accepted,2023-08-14 12:55:33PM SAST,1919665
3,Truck LDV 4x2 LWB,10,"7,500",manual,accepted,2023-08-14 12:55:29PM SAST,1926776
3,Truck LDV 4x2 LWB,6,"7,400",manual,accepted,2023-08-14 12:55:18PM SAST,1534269
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"155,000",manual,accepted,2023-08-14 12:55:08PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,2,"16,500",manual,accepted,2023-08-14 12:55:03PM SAST,1919020
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"152,500",manual,accepted,2023-08-14 12:55:03PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,10,"16,250",manual,accepted,2023-08-14 12:54:57PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"150,000",manual,accepted,2023-08-14 12:54:55PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,2,"16,000",manual,accepted,2023-08-14 12:54:44PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,10,"15,750",manual,accepted,2023-08-14 12:54:41PM SAST,1926776
4,Generator/ALTENATOR MOBILE 150KVA,2,"15,500",manual,accepted,2023-08-14 12:54:33PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,10,"15,250",manual,accepted,2023-08-14 12:54:29PM SAST,1926776
3,Truck LDV 4x2 LWB,10,"7,300",manual,accepted,2023-08-14 12:54:21PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"147,500",manual,accepted,2023-08-14 12:53:58PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"7,200",manual,accepted,2023-08-14 12:53:43PM SAST,1534269
3,Truck LDV 4x2 LWB,10,"7,100",manual,accepted,2023-08-14 12:53:38PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"145,000",auto,accepted,2023-08-14 12:53:33PM SAST,631001
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"145,000",maxbid,outbid,2023-08-14 12:53:33PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"9,900",auto,accepted,2023-08-14 12:53:26PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"9,800",manual,outbid,2023-08-14 12:53:25PM SAST,1926776
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"9,700",auto,accepted,2023-08-14 12:53:21PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"9,600",manual,outbid,2023-08-14 12:53:21PM SAST,1926776
4,Generator/ALTENATOR MOBILE 150KVA,2,"15,000",manual,accepted,2023-08-14 12:53:17PM SAST,1919020
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"9,500",auto,accepted,2023-08-14 12:53:15PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"9,400",manual,outbid,2023-08-14 12:53:15PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"16,500",manual,accepted,2023-08-14 12:53:14PM SAST,1919020
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"9,300",auto,accepted,2023-08-14 12:53:09PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"9,200",manual,outbid,2023-08-14 12:53:09PM SAST,1926776
4,Generator/ALTENATOR MOBILE 150KVA,11,"14,750",manual,accepted,2023-08-14 12:53:02PM SAST,1899895
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"9,100",auto,accepted,2023-08-14 12:53:02PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"9,000",manual,outbid,2023-08-14 12:53:02PM SAST,1926776
3,Truck LDV 4x2 LWB,6,"7,000",manual,accepted,2023-08-14 12:53:01PM SAST,1534269
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"16,250",manual,accepted,2023-08-14 12:52:59PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,2,"14,500",manual,accepted,2023-08-14 12:52:59PM SAST,1919020
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"8,900",auto,accepted,2023-08-14 12:52:55PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"8,800",manual,outbid,2023-08-14 12:52:55PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"16,000",manual,accepted,2023-08-14 12:52:48PM SAST,1919020
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"132,500",manual,accepted,2023-08-14 12:52:47PM SAST,631001
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"15,750",manual,accepted,2023-08-14 12:52:45PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,11,"14,250",manual,accepted,2023-08-14 12:52:44PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,10,"14,000",manual,accepted,2023-08-14 12:52:42PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"130,000",manual,accepted,2023-08-14 12:52:40PM SAST,1899895
3,Truck LDV 4x2 LWB,10,"6,900",manual,accepted,2023-08-14 12:52:32PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"127,500",manual,accepted,2023-08-14 12:52:19PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,2,"13,750",manual,accepted,2023-08-14 12:52:18PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,10,"13,500",manual,accepted,2023-08-14 12:52:12PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"125,000",manual,accepted,2023-08-14 12:52:11PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"6,800",manual,accepted,2023-08-14 12:52:05PM SAST,1534269
3,Truck LDV 4x2 LWB,10,"6,700",manual,accepted,2023-08-14 12:51:53PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"122,500",manual,accepted,2023-08-14 12:51:40PM SAST,631001
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"120,000",manual,accepted,2023-08-14 12:51:32PM SAST,1899895
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"117,500",manual,accepted,2023-08-14 12:51:13PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,2,"13,250",manual,accepted,2023-08-14 12:51:09PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"15,500",manual,accepted,2023-08-14 12:51:00PM SAST,1919020
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"8,700",auto,accepted,2023-08-14 12:50:51PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"8,600",manual,outbid,2023-08-14 12:50:51PM SAST,1926776
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,11,"115,000",manual,accepted,2023-08-14 12:50:50PM SAST,1899895
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,8,"8,500",auto,accepted,2023-08-14 12:50:44PM SAST,631001
6,TRUCK LDV 4X4 MAHINDRA BOLERO 2.5D,10,"8,400",manual,outbid,2023-08-14 12:50:44PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"15,250",manual,accepted,2023-08-14 12:50:38PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,11,"13,000",manual,accepted,2023-08-14 12:50:31PM SAST,1899895
9,TRUCK FLAT MERCEDES BENZ LAK-1517-4 6,8,"112,500",manual,accepted,2023-08-14 12:50:28PM SAST,631001
4,Generator/ALTENATOR MOBILE 150KVA,10,"12,750",manual,accepted,2023-08-14 12:50:23PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"15,000",auto,accepted,2023-08-14 12:50:21PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"14,750",manual,outbid,2023-08-14 12:50:21PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"14,500",auto,accepted,2023-08-14 12:50:18PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"14,250",manual,outbid,2023-08-14 12:50:18PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"14,000",auto,accepted,2023-08-14 12:50:17PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"13,750",manual,outbid,2023-08-14 12:50:17PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"13,500",auto,accepted,2023-08-14 12:50:15PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"13,250",manual,outbid,2023-08-14 12:50:14PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"13,000",auto,accepted,2023-08-14 12:50:13PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"12,750",manual,outbid,2023-08-14 12:50:13PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"6,600",manual,accepted,2023-08-14 12:50:12PM SAST,1534269
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"12,500",auto,accepted,2023-08-14 12:50:10PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"12,250",manual,outbid,2023-08-14 12:50:10PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"12,000",auto,accepted,2023-08-14 12:50:08PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"11,750",manual,outbid,2023-08-14 12:50:08PM SAST,1899895
3,Truck LDV 4x2 LWB,10,"6,500",manual,accepted,2023-08-14 12:50:06PM SAST,1926776
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"11,500",auto,accepted,2023-08-14 12:50:06PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"11,250",manual,outbid,2023-08-14 12:50:06PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"11,000",auto,accepted,2023-08-14 12:50:01PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"15,000",maxbid,outbid,2023-08-14 12:50:01PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"12,500",manual,accepted,2023-08-14 12:49:58PM SAST,1899895
3,Truck LDV 4x2 LWB,6,"6,400",manual,accepted,2023-08-14 12:49:55PM SAST,1534269
4,Generator/ALTENATOR MOBILE 150KVA,10,"12,250",manual,accepted,2023-08-14 12:49:55PM SAST,1926776
4,Generator/ALTENATOR MOBILE 150KVA,2,"12,000",auto,accepted,2023-08-14 12:49:50PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,10,"11,750",manual,outbid,2023-08-14 12:49:50PM SAST,1926776
4,Generator/ALTENATOR MOBILE 150KVA,2,"11,500",auto,accepted,2023-08-14 12:49:45PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"11,250",manual,outbid,2023-08-14 12:49:45PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"10,750",manual,accepted,2023-08-14 12:49:41PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,2,"11,000",auto,accepted,2023-08-14 12:49:40PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,11,"10,750",manual,outbid,2023-08-14 12:49:40PM SAST,1899895
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,2,"10,500",auto,accepted,2023-08-14 12:49:37PM SAST,1919020
5,Generator /Alternator Mobile SIEMENS CMA-250T 250,11,"10,250",manual,outbid,2023-08-14 12:49:37PM SAST,1899895
4,Generator/ALTENATOR MOBILE 150KVA,2,"10,500",auto,accepted,2023-08-14 12:49:37PM SAST,1919020
4,Generator/ALTENATOR MOBILE 150KVA,2,"12,000",maxbid,outbid,2023-08-14 12:49:37PM SAST,1919020
